AR;Cidade;Código do Hawb;Data de Postagem;Data de Recebimento;Dias em transferência;Data Pre-Entrega(Lista);data SLA;Data Tentativa 1;Data do Último Status;Franquia Atual;Franquia de Destino;Franquia de Origem;Motivo de Devolução;Produto;Tipo de Baixa;Transfer;Transfer Esporádico;UF;Último Status
1320841407071-01;São Luís de Montes Belos;5215589853;29/03/2023 15:58;31/03/2023 13:07;3;01/04/2023 11:36;05/04/2023 23:59;03/04/2023 14:14;14/04/2023 17:01;IHS;IHS;SEI;;Standard;EWX;1664271;;GO;Em procedimento de retorno
1320861407101-01;Bom Jesus dos Perdões;5215924547;29/03/2023 15:57;31/03/2023 16:09;3;01/04/2023 10:21;05/04/2023 23:59;01/04/2023 11:26;05/04/2023 13:04;ATB;ATB;SEI;;Standard;EWX;1645382;;SP;Em procedimento de retorno
1321091407328-01;Brasília;5219645478;30/03/2023 16:02;03/04/2023 09:53;3;03/04/2023 16:40;06/04/2023 23:59;03/04/2023 18:24;04/04/2023 15:07;VGO;VGO;SEI;;Standard;EWX;1653234;;DF;Em procedimento de retorno
1321061407261-01;BRASILIA;5219645569;30/03/2023 16:03;03/04/2023 09:31;3;03/04/2023 17:51;06/04/2023 23:59;04/04/2023 09:24;04/04/2023 13:39;SOL;SOL;SEI;;Standard;EWX;1651367;;DF;Em procedimento de retorno
1321391407584-01;BRASILIA;5223529116;31/03/2023 17:44;04/04/2023 08:16;3;04/04/2023 16:32;10/04/2023 23:59;04/04/2023 17:51;05/04/2023 15:42;VGO;VGO;SEI;;Standard;EWX;1653234;;DF;Em procedimento de retorno
1321291407487-01;Juiz de Fora;5223529150;31/03/2023 17:44;04/04/2023 06:35;3;04/04/2023 18:17;10/04/2023 23:59;04/04/2023 18:41;06/04/2023 16:45;JDF;JDF;SEI;;Standard;EWX;1651827;;MG;Em procedimento de retorno
1322181408204-01;Curitiba;5229896570;05/04/2023 15:44;08/04/2023 06:10;3;10/04/2023 07:00;13/04/2023 23:59;08/04/2023 17:09;10/04/2023 12:22;ZUC;ZUC;SEI;;Standard;EWX;1656836;;PR;Em procedimento de retorno
1322121408177-01;Campo Largo;5229896616;03/04/2023 16:30;05/04/2023 13:31;3;06/04/2023 10:30;11/04/2023 23:59;06/04/2023 16:10;15/04/2023 16:16;CLO;CLO;SEI;;Standard;EWX;1645134;;PR;Em procedimento de retorno
1321991408004-01;São Bernardo do Campo;5229896627;03/04/2023 16:34;05/04/2023 05:47;3;05/04/2023 13:27;11/04/2023 23:59;06/04/2023 08:01;06/04/2023 11:39;SBR;SBR;SEI;;Standard;EWX;1647108;;SP;Em procedimento de retorno
1321851407896-01;Palhoça;5229896730;05/04/2023 00:01;07/04/2023 12:54;3;10/04/2023 09:21;13/04/2023 23:59;10/04/2023 15:37;15/04/2023 14:21;FPL;FPL;SEI;;Standard;EWX;1660171;;SC;Em procedimento de retorno
1322061408109-01;São Paulo;5229896741;03/04/2023 16:35;05/04/2023 06:54;3;05/04/2023 10:47;11/04/2023 23:59;05/04/2023 17:17;06/04/2023 10:38;DHM;DHM;SEI;;Standard;EWX;1651541;;SP;Em procedimento de retorno
1322061408107-01;Brusque;5229896763;05/04/2023 15:43;09/04/2023 20:52;3;10/04/2023 08:23;13/04/2023 23:59;10/04/2023 17:50;12/04/2023 17:41;BQE;BQE;SEI;;Standard;EWX;1681636;;SC;Em procedimento de retorno
1321831407876-01;São Paulo;5229896774;03/04/2023 16:35;05/04/2023 05:32;3;05/04/2023 12:56;11/04/2023 23:59;05/04/2023 16:59;06/04/2023 11:21;CRM;CRM;SEI;;Standard;EWX;1656268;;SP;Em procedimento de retorno
1321821407869-01;Uberaba;5229896809;03/04/2023 16:41;05/04/2023 09:04;3;05/04/2023 12:52;11/04/2023 23:59;05/04/2023 17:39;10/04/2023 17:06;UBB;UBB;SEI;;Standard;EWX;1664377;;MG;Em procedimento de retorno
1322011408035-01;Curitiba;5229896821;03/04/2023 16:36;05/04/2023 06:12;3;05/04/2023 12:55;11/04/2023 23:59;05/04/2023 15:59;06/04/2023 12:37;ZUC;ZUC;SEI;;Standard;EWX;1656836;;PR;Em procedimento de retorno
1321791407848-01;GOIANIA;5229896832;03/04/2023 16:33;05/04/2023 10:21;3;06/04/2023 12:44;11/04/2023 23:59;06/04/2023 16:46;15/04/2023 14:40;FSL;FSL;SEI;;Standard;EWX;1680492;;GO;Em procedimento de retorno
1321771407825-01;Brasília;5229896854;03/04/2023 16:38;05/04/2023 15:28;3;06/04/2023 10:46;11/04/2023 23:59;06/04/2023 14:43;11/04/2023 16:17;BIA;BIA;SEI;;Standard;EWX;1653234;;DF;Em procedimento de retorno
1321511407636-01;Porto Alegre;5229896865;03/04/2023 16:36;05/04/2023 06:01;3;05/04/2023 12:25;11/04/2023 23:59;06/04/2023 08:37;06/04/2023 14:47;POA;POA;SEI;;Standard;EWX;1680576;;RS;Em procedimento de retorno
1321741407789-01;Joinville;5229896876;03/04/2023 16:36;05/04/2023 13:43;3;11/04/2023 10:48;11/04/2023 23:59;06/04/2023 16:38;14/04/2023 14:51;JVL;JVL;SEI;;Standard;EWX;1660372;;SC;Em procedimento de retorno
1321711407770-01;Varginha;5229896887;05/04/2023 15:42;09/04/2023 23:37;3;10/04/2023 08:28;13/04/2023 23:59;10/04/2023 14:53;14/04/2023 16:50;VGA;VGA;SEI;;Standard;EWX;1659319;;MG;Em procedimento de retorno
1321501407630-01;Francisco Morato;5230129160;03/04/2023 16:27;05/04/2023 06:14;3;05/04/2023 07:54;11/04/2023 23:59;05/04/2023 10:21;05/04/2023 13:57;FMD;FMD;SEI;;Standard;EWX;1647155;;SP;Em procedimento de retorno
1321501407625-01;São José dos Pinhais;5230129182;03/04/2023 16:28;05/04/2023 06:18;3;05/04/2023 16:46;11/04/2023 23:59;05/04/2023 18:01;06/04/2023 11:42;ZPR;ZPR;SEI;;Standard;EWX;1647450;;PR;Em procedimento de retorno
1321481407606-01;Vitória;5230129239;03/04/2023 16:29;05/04/2023 14:52;3;06/04/2023 11:25;11/04/2023 23:59;06/04/2023 14:04;06/04/2023 18:42;VTA;VTA;SEI;;Standard;EWX;1654695;1662280;ES;Em procedimento de retorno
1321551407705-01;São Paulo;5230129240;03/04/2023 16:29;05/04/2023 07:20;3;05/04/2023 09:54;11/04/2023 23:59;05/04/2023 11:08;06/04/2023 12:19;GZS;GZS;SEI;;Standard;EWX;1653584;;SP;Em procedimento de retorno
1321551407701-01;Vitória;5230129251;03/04/2023 16:33;05/04/2023 14:52;3;06/04/2023 12:30;11/04/2023 23:59;06/04/2023 13:54;06/04/2023 18:42;VTA;VTA;SEI;;Standard;EWX;1654695;1662280;ES;Em procedimento de retorno
1321521407645-01;Porto Alegre;5230135957;03/04/2023 16:37;05/04/2023 06:01;3;05/04/2023 12:25;11/04/2023 23:59;06/04/2023 08:37;06/04/2023 18:40;POA;POA;SEI;;Standard;EWX;1680576;;RS;Em procedimento de retorno
1322321408417-01;Salvador;5234580445;05/04/2023 15:51;08/04/2023 09:39;3;10/04/2023 15:40;13/04/2023 23:59;11/04/2023 08:09;11/04/2023 15:19;AUL;AUL;SEI;;Standard;EWX;1654593;;BA;Em procedimento de retorno
1322261408310-01;Belém;5234580514;05/04/2023 00:01;08/04/2023 11:15;3;08/04/2023 16:43;13/04/2023 23:59;08/04/2023 17:18;10/04/2023 11:00;HAF;HAF;SEI;;Standard;EWX;1670333;;PA;Em procedimento de retorno
1322591408729-01;São Paulo;5238541344;05/04/2023 15:49;07/04/2023 11:34;3;10/04/2023 08:00;13/04/2023 23:59;08/04/2023 16:18;10/04/2023 12:49;DLD;DLD;SEI;;Standard;EWX;1648079;;SP;Em procedimento de retorno
1322581408706-01;Curitiba;5238541366;05/04/2023 15:48;08/04/2023 06:07;3;10/04/2023 10:22;13/04/2023 23:59;10/04/2023 19:38;11/04/2023 13:16;ZUC;ZUC;SEI;;Standard;EWX;1656836;;PR;Em procedimento de retorno
1322451408510-01;São Paulo;5238542201;06/04/2023 16:29;10/04/2023 05:57;3;10/04/2023 09:55;14/04/2023 23:59;10/04/2023 17:24;11/04/2023 10:28;STG;STG;SEI;;Standard;EWX;1656215;;SP;Em procedimento de retorno
1322681408786-01;Vitória;5243008352;11/04/2023 15:39;13/04/2023 13:57;3;14/04/2023 10:48;18/04/2023 23:59;14/04/2023 15:23;14/04/2023 18:04;VTA;VTA;SEI;;Standard;EWX;1660462;1662280;ES;Em procedimento de retorno
1323661410004-01;Brasília;5249913874;12/04/2023 16:12;14/04/2023 19:52;3;17/04/2023 19:06;19/04/2023 23:59;17/04/2023 20:00;27/04/2023 19:00;BRA;BRA;SEI;;Standard;EWX;1681740;;DF;Em procedimento de retorno
1323541409956-01;São Paulo;5249913910;12/04/2023 16:18;14/04/2023 08:26;3;17/04/2023 12:05;19/04/2023 23:59;18/04/2023 08:27;18/04/2023 16:32;OSC;OSC;SEI;;Standard;EWX;1660985;;SP;Em procedimento de retorno
1323491409909-01;São José;5249913932;10/04/2023 17:03;12/04/2023 08:53;3;12/04/2023 17:50;17/04/2023 23:59;12/04/2023 18:24;14/04/2023 14:37;FRP;FRP;SEI;;Standard;EWX;1676900;;SC;Em procedimento de retorno
1323471409831-01;São Paulo;5249913965;10/04/2023 17:05;12/04/2023 05:41;3;12/04/2023 16:36;17/04/2023 23:59;12/04/2023 20:12;13/04/2023 20:37;ZNL;ZNL;SEI;;Standard;EWX;1656440;;SP;Em procedimento de retorno
1323461409818-01;Vila Velha;5249913976;12/04/2023 16:20;15/04/2023 12:29;3;18/04/2023 15:21;19/04/2023 23:59;18/04/2023 17:41;29/04/2023 11:02;PSE;PSE;SEI;;Standard;EWX;1655171;;ES;Em procedimento de retorno
1323461409807-01;Brasília;5249913987;12/04/2023 16:15;14/04/2023 17:52;3;17/04/2023 13:32;19/04/2023 23:59;17/04/2023 18:37;20/04/2023 16:07;BIA;BIA;SEI;;Standard;EWX;1668865;;DF;Em procedimento de retorno
1323411409659-01;São Paulo;5249914015;12/04/2023 16:17;14/04/2023 07:29;3;15/04/2023 10:58;19/04/2023 23:59;14/04/2023 14:04;17/04/2023 12:41;GZS;GZS;SEI;;Standard;EWX;1667539;;SP;Em procedimento de retorno
1323321409631-01;Maceió;5249914026;12/04/2023 16:23;15/04/2023 12:45;3;17/04/2023 10:51;19/04/2023 23:59;17/04/2023 14:25;18/04/2023 10:18;DJR;DJR;SEI;;Standard;EWX;1667214;;AL;Em procedimento de retorno
1323311409629-01;Joinville;5249914037;12/04/2023 16:24;14/04/2023 13:40;3;18/04/2023 10:31;19/04/2023 23:59;17/04/2023 15:59;20/04/2023 10:14;JVL;JVL;SEI;;Standard;EWX;1663884;;SC;Em procedimento de retorno
1323261409525-01;Salvador;5249914059;13/04/2023 17:55;17/04/2023 10:42;3;18/04/2023 14:30;20/04/2023 23:59;17/04/2023 18:01;19/04/2023 09:55;SSA;SSA;SEI;;Standard;EWX;1687211;;BA;Em procedimento de retorno
1323221409447-01;Itapecerica da Serra;5249914082;12/04/2023 16:17;14/04/2023 08:11;3;14/04/2023 11:04;19/04/2023 23:59;14/04/2023 14:15;15/04/2023 11:29;EDA;EDA;SEI;;Standard;EWX;1658884;;SP;Em procedimento de retorno
1323191409408-01;Manaus;5249914106;12/04/2023 16:22;15/04/2023 18:03;3;18/04/2023 11:37;19/04/2023 23:59;18/04/2023 19:27;19/04/2023 11:51;FOG;FOG;SEI;;Standard;EWX;1662568;;AM;Em procedimento de retorno
1323191409390-01;Aparecida de Goiânia;5249914117;12/04/2023 16:21;14/04/2023 16:35;3;15/04/2023 11:27;19/04/2023 23:59;15/04/2023 16:30;17/04/2023 12:11;WAR;WAR;SEI;;Standard;EWX;1664147;;GO;Em procedimento de retorno
1322951409100-01;Salvador;5249914162;12/04/2023 16:20;15/04/2023 14:45;3;17/04/2023 12:22;19/04/2023 23:59;17/04/2023 13:33;17/04/2023 18:47;SSA;SSA;SEI;;Standard;EWX;1687211;;BA;Em procedimento de retorno
1322941409094-01;Joinville;5249914173;13/04/2023 17:53;17/04/2023 14:29;3;18/04/2023 14:27;20/04/2023 23:59;18/04/2023 16:46;20/04/2023 10:14;JVL;JVL;SEI;;Standard;EWX;1663884;;SC;Em procedimento de retorno
1324021410353-01;São Luís;5254710565;11/04/2023 15:40;13/04/2023 14:59;3;18/04/2023 14:44;18/04/2023 23:59;17/04/2023 19:00;29/04/2023 11:58;SLD;SLD;SEI;;Standard;EWX;1653593;;MA;Em procedimento de retorno
1324021410349-01;Guarulhos;5254710587;11/04/2023 15:40;13/04/2023 06:20;3;13/04/2023 12:21;18/04/2023 23:59;13/04/2023 19:26;14/04/2023 14:24;VMG;VMG;SEI;;Standard;EWX;1659390;;SP;Em procedimento de retorno
1324011410328-01;Campinas;5254710598;11/04/2023 15:39;13/04/2023 04:33;3;13/04/2023 16:26;18/04/2023 23:59;13/04/2023 19:31;14/04/2023 16:22;CAP;CAP;SEI;;Standard;EWX;1664809;;SP;Em procedimento de retorno
1323971410270-01;São Paulo;5254710601;11/04/2023 15:40;13/04/2023 08:08;3;17/04/2023 11:16;18/04/2023 23:59;17/04/2023 17:58;18/04/2023 15:04;MAR;MAR;SEI;;Standard;EWX;1676771;;SP;Em procedimento de retorno
1323951410254-01;Arujá;5254710623;11/04/2023 15:39;13/04/2023 07:26;3;14/04/2023 12:53;18/04/2023 23:59;13/04/2023 16:58;15/04/2023 15:39;ARJ;ARJ;SEI;;Standard;EWX;1658921;;SP;Em procedimento de retorno
1323941410234-01;Belo Horizonte;5254710656;11/04/2023 15:40;13/04/2023 12:09;3;14/04/2023 10:52;18/04/2023 23:59;14/04/2023 18:42;15/04/2023 12:19;YMG;YMG;SEI;;Standard;EWX;1660899;;MG;Em procedimento de retorno
1323941410230-01;Taboão da Serra;5254710667;11/04/2023 15:38;13/04/2023 08:21;3;15/04/2023 11:51;18/04/2023 23:59;13/04/2023 15:48;15/04/2023 17:17;EDA;EDA;SEI;;Standard;EWX;1658884;;SP;Em procedimento de retorno
1324241410645-01;Itaquaquecetuba;5258820580;12/04/2023 16:10;14/04/2023 07:16;3;14/04/2023 13:27;19/04/2023 23:59;14/04/2023 16:29;17/04/2023 13:14;ITQ;ITQ;SEI;;Standard;EWX;1658996;;SP;Em procedimento de retorno
1324211410579-01;Brasília;5258820659;12/04/2023 16:13;14/04/2023 17:52;3;17/04/2023 13:50;19/04/2023 23:59;17/04/2023 15:09;20/04/2023 16:07;BIA;BIA;SEI;;Standard;EWX;1668865;;DF;Em procedimento de retorno
1324201410553-01;Cotia;5258820660;12/04/2023 16:08;14/04/2023 06:55;3;14/04/2023 15:54;19/04/2023 23:59;14/04/2023 18:47;26/04/2023 15:35;WSC;WSC;SEI;;Standard;EWX;1673020;;SP;Em procedimento de retorno
1324191410547-01;Londrina;5258820671;12/04/2023 16:14;15/04/2023 07:25;3;19/04/2023 14:03;19/04/2023 23:59;15/04/2023 17:56;26/04/2023 09:20;LDB;LDB;SEI;;Standard;EWX;1655858;;PR;Em procedimento de retorno
1324161410494-01;Goiânia;5258820682;12/04/2023 16:11;15/04/2023 09:24;3;17/04/2023 10:30;19/04/2023 23:59;17/04/2023 20:55;24/04/2023 19:27;FSL;FSL;SEI;;Standard;EWX;1674529;;GO;Em procedimento de retorno
1324151410484-01;Brasília;5258820693;12/04/2023 16:16;14/04/2023 19:52;3;17/04/2023 20:20;19/04/2023 23:59;18/04/2023 09:30;27/04/2023 19:00;BRA;BRA;SEI;;Standard;EWX;1681740;;DF;Em procedimento de retorno
1324431410846-01;Brasília;5262449280;13/04/2023 17:57;17/04/2023 08:33;3;17/04/2023 11:19;20/04/2023 23:59;17/04/2023 17:53;18/04/2023 14:33;VGO;VGO;SEI;;Standard;EWX;1656500;;DF;Em procedimento de retorno
1324621410993-01;Ponta Grossa;5266323227;14/04/2023 17:45;18/04/2023 10:45;3;18/04/2023 17:07;24/04/2023 23:59;18/04/2023 18:45;20/04/2023 12:34;PGR;PGR;SEI;;Standard;EWX;1677338;;PR;Em procedimento de retorno
1325201411483-01;Brasília;5272155502;17/04/2023 15:54;19/04/2023 16:04;3;20/04/2023 13:14;25/04/2023 23:59;20/04/2023 20:10;27/04/2023 13:43;SBD;SBD;SEI;;Standard;EWX;1681740;;DF;Em procedimento de retorno
1325191411481-01;Curitiba;5272155524;17/04/2023 15:54;19/04/2023 09:51;3;20/04/2023 14:35;25/04/2023 23:59;19/04/2023 18:51;22/04/2023 11:30;ZUT;ZUT;SEI;;Standard;EWX;1677338;;PR;Em procedimento de retorno
1325421411731-01;Barueri;5272155535;17/04/2023 15:55;19/04/2023 06:28;3;24/04/2023 14:47;25/04/2023 23:59;24/04/2023 18:26;28/04/2023 11:48;BRI;BRI;SEI;;Standard;EWX;1679258;;SP;Em procedimento de retorno
1325411411725-01;Senador Canedo;5272155557;17/04/2023 15:58;19/04/2023 10:21;3;23/04/2023 16:55;25/04/2023 23:59;24/04/2023 06:53;04/05/2023 09:49;VSA;VSA;SEI;;Standard;EWX;1682215;;GO;Em procedimento de retorno
1325401411631-01;São Paulo;5272155637;17/04/2023 15:55;19/04/2023 05:34;3;19/04/2023 11:15;25/04/2023 23:59;19/04/2023 17:13;28/04/2023 15:00;CRM;CRM;SEI;;Standard;EWX;1675547;;SP;Em procedimento de retorno
1324971411336-01;Porto Alegre;5272155717;17/04/2023 16:01;19/04/2023 22:48;3;20/04/2023 13:42;25/04/2023 23:59;20/04/2023 16:53;20/04/2023 18:12;VUM;VUM;SEI;;Standard;EWX;1672518;;RS;Em procedimento de retorno
1324961411327-01;Goiânia;5272155728;17/04/2023 15:53;19/04/2023 10:15;3;20/04/2023 11:46;25/04/2023 23:59;20/04/2023 20:32;05/05/2023 19:33;FSL;FSL;SEI;;Standard;EWX;1690824;;GO;Em procedimento de retorno
5305923761;Belo Horizonte;5272172125;17/04/2023 15:54;19/04/2023 10:51;3;;25/04/2023 23:59;19/04/2023 16:05;27/04/2023 08:10;APO;APO;SEI;Número não localizado;Standard;DWR;1662050;;MG;Ciclo Operacional Encerrado
1324901411261-01;São José dos Campos;5272172147;17/04/2023 15:54;19/04/2023 08:37;3;19/04/2023 13:33;25/04/2023 23:59;19/04/2023 18:23;20/04/2023 16:24;SJP;SJP;SEI;;Standard;EWX;1664424;;SP;Em procedimento de retorno
1324871411215-01;Guarujá;5272412897;17/04/2023 15:58;19/04/2023 12:25;3;20/04/2023 11:48;25/04/2023 23:59;20/04/2023 15:53;25/04/2023 08:53;GUJ;GUJ;SEI;;Standard;EWX;1670856;;SP;Em procedimento de retorno
1324851411201-01;Anápolis;5272412944;20/04/2023 00:01;24/04/2023 14:27;3;25/04/2023 15:21;28/04/2023 23:59;25/04/2023 15:59;25/04/2023 16:45;API;API;SEI;;Standard;EWX;1670242;;GO;Em procedimento de retorno
1324721411133-01;Camaçari;5272412999;20/04/2023 00:01;24/04/2023 08:14;3;25/04/2023 10:21;28/04/2023 23:59;25/04/2023 17:23;26/04/2023 08:25;CCI;CCI;SEI;;Standard;EWX;1680098;;BA;Em procedimento de retorno
1324431410844-01;Esmeraldas;5272413094;17/04/2023 15:59;19/04/2023 12:26;3;20/04/2023 15:19;25/04/2023 23:59;19/04/2023 19:00;24/04/2023 16:20;RNV;RNV;SEI;;Standard;EWX;1669203;;MG;Em procedimento de retorno
1325691412040-01;Florianópolis;5276725333;18/04/2023 16:44;20/04/2023 14:02;3;22/04/2023 15:09;26/04/2023 23:59;24/04/2023 07:12;25/04/2023 15:06;FLS;FLS;SEI;;Standard;EWX;1670352;;SC;Em procedimento de retorno
1325631411932-01;Vinhedo;5276725399;18/04/2023 16:46;20/04/2023 04:40;3;20/04/2023 12:41;26/04/2023 23:59;20/04/2023 21:21;24/04/2023 18:59;CAP;CAP;SEI;;Standard;EWX;1674910;;SP;Em procedimento de retorno
1325611411887-01;Mauá;5276725491;18/04/2023 16:48;20/04/2023 07:10;3;20/04/2023 15:49;26/04/2023 23:59;20/04/2023 16:36;24/04/2023 14:31;MHA;MHA;SEI;;Standard;EWX;1684442;;SP;Em procedimento de retorno
1325091411366-01;São José dos Pinhais;5276725504;18/04/2023 16:48;20/04/2023 06:28;3;26/04/2023 15:09;26/04/2023 23:59;24/04/2023 19:10;27/04/2023 13:37;ZPR;ZPR;SEI;;Standard;EWX;1674830;;PR;Em procedimento de retorno
1325601411880-01;Uberaba;5276725515;18/04/2023 16:47;20/04/2023 08:32;3;20/04/2023 11:34;26/04/2023 23:59;20/04/2023 15:47;24/04/2023 15:29;UBB;UBB;SEI;;Standard;EWX;1662357;;MG;Em procedimento de retorno
1325981412275-01;Taubaté;5280941318;20/04/2023 00:01;24/04/2023 08:12;3;24/04/2023 12:49;28/04/2023 23:59;24/04/2023 13:35;28/04/2023 17:16;LAN;LAN;SEI;;Standard;EWX;1674626;;SP;Em procedimento de retorno
1325951412269-01;Ipatinga;5280941329;26/04/2023 00:01;29/04/2023 12:51;3;03/05/2023 15:26;04/05/2023 23:59;02/05/2023 19:01;03/05/2023 23:20;IPA;IPA;SEI;;Standard;EWX;1693108;;MG;Em procedimento de retorno
1325791412076-01;Palmas;5280941363;20/04/2023 00:01;24/04/2023 08:49;3;24/04/2023 13:26;28/04/2023 23:59;24/04/2023 17:07;25/04/2023 10:12;PMA;PMA;SEI;;Standard;EWX;1668704;;TO;Em procedimento de retorno
1326151412405-01;Maceió;5284919687;20/04/2023 17:33;24/04/2023 13:18;3;26/04/2023 14:38;28/04/2023 23:59;24/04/2023 19:51;27/04/2023 15:26;DJR;DJR;SEI;;Standard;EWX;1678501;;AL;Em procedimento de retorno
1326051412289-01;Feira de Santana;5284919745;20/04/2023 17:30;24/04/2023 18:21;3;25/04/2023 11:01;28/04/2023 23:59;25/04/2023 18:13;26/04/2023 13:58;FSA;FSA;SEI;;Standard;EWX;1667258;;BA;Em procedimento de retorno
1326031412283-01;Goianésia;5284919767;26/04/2023 00:01;28/04/2023 10:40;3;29/04/2023 15:51;04/05/2023 23:59;30/04/2023 15:18;15/05/2023 18:31;IHS;IHS;SEI;;Standard;EWX;1696090;;GO;Em procedimento de retorno
5323193885;Canoas;5292592683;25/04/2023 00:01;27/04/2023 14:35;3;;03/05/2023 23:59;28/04/2023 17:22;03/05/2023 13:57;RSC;RSC;SEI;Desconhecido (Destinatário / Interlocutor);Standard;DWR;1671695;;RS;Ciclo Operacional Encerrado
1327081413113-01;Cachoeiro de Itapemirim;5293121837;25/04/2023 00:01;27/04/2023 13:25;3;28/04/2023 17:05;03/05/2023 23:59;28/04/2023 19:54;10/05/2023 10:32;CDI;CDI;SEI;;Standard;EWX;1670867;;ES;Em procedimento de retorno
1327031413061-01;Extremoz;5293121859;25/04/2023 00:01;27/04/2023 18:21;3;28/04/2023 16:07;03/05/2023 23:59;28/04/2023 21:17;05/05/2023 15:39;NTA;NTA;SEI;;Standard;EWX;1688834;;RN;Em procedimento de retorno
1326581412822-01;Foz do Iguaçu;5293131660;25/04/2023 00:01;27/04/2023 13:00;3;28/04/2023 13:00;03/05/2023 23:59;28/04/2023 13:44;09/05/2023 14:12;IGU;IGU;SEI;;Standard;EWX;1670639;;PR;Em procedimento de retorno
1326571412816-01;Curitiba;5293131671;25/04/2023 00:01;27/04/2023 07:33;3;27/04/2023 21:09;03/05/2023 23:59;28/04/2023 09:13;28/04/2023 11:59;ZUT;ZUT;SEI;;Standard;EWX;1677338;;PR;Em procedimento de retorno
1326391412670-01;Rondonópolis;5293131728;02/05/2023 00:01;04/05/2023 12:29;3;05/05/2023 14:57;09/05/2023 23:59;05/05/2023 20:21;15/05/2023 20:19;ROO;ROO;SEI;;Standard;EWX;1676457;;MT;Em procedimento de retorno
1327371413288-01;Catalão;5297900523;26/04/2023 00:01;28/04/2023 15:03;3;03/05/2023 07:00;04/05/2023 23:59;02/05/2023 16:01;05/05/2023 15:56;TLZ;TLZ;SEI;;Standard;EWX;1685461;;GO;Em procedimento de retorno
1327321413253-01;Pelotas;5297900556;02/05/2023 00:01;04/05/2023 09:26;3;04/05/2023 16:35;09/05/2023 23:59;04/05/2023 17:30;05/05/2023 14:24;PLT;PLT;SEI;;Standard;EWX;1677850;;RS;Em procedimento de retorno
1327321413251-01;Governador Valadares;5297900567;26/04/2023 00:01;28/04/2023 15:41;3;01/05/2023 14:02;04/05/2023 23:59;02/05/2023 08:07;15/05/2023 17:55;GVR;GVR;SEI;;Standard;EWX;1701714;;MG;Em procedimento de retorno
1327291413227-01;São João Del Rei;5297900590;26/04/2023 00:01;28/04/2023 16:40;3;02/05/2023 14:17;04/05/2023 23:59;02/05/2023 17:41;05/05/2023 14:30;SJD;SJD;SEI;;Standard;EWX;1688981;;MG;Em procedimento de retorno
1327281413203-01;Paracatu;5297900614;26/04/2023 00:01;29/04/2023 07:35;3;29/04/2023 12:11;04/05/2023 23:59;29/04/2023 18:03;29/04/2023 19:08;RAT;RAT;SEI;;Standard;EWX;1680550;;MG;Em procedimento de retorno
1326361412648-01;São Sebastião;5297900669;26/04/2023 00:01;28/04/2023 09:35;3;28/04/2023 12:25;04/05/2023 23:59;28/04/2023 18:27;29/04/2023 09:21;VGO;VGO;SEI;;Standard;EWX;1680459;;DF;Em procedimento de retorno
1327611413414-01;Natal;5301709472;02/05/2023 00:01;04/05/2023 18:12;3;05/05/2023 09:47;09/05/2023 23:59;05/05/2023 15:04;08/05/2023 11:57;NTL;NTL;SEI;;Standard;EWX;1690254;;RN;Em procedimento de retorno
1327751413472-01;Parauapebas;5306463688;02/05/2023 00:01;04/05/2023 17:28;3;06/05/2023 12:07;09/05/2023 23:59;05/05/2023 17:46;12/05/2023 11:54;PUB;PUB;SEI;;Standard;EWX;1694482;;PA;Em procedimento de retorno
1328041413789-01;São Paulo;5310169104;02/05/2023 13:34;04/05/2023 05:47;3;04/05/2023 11:19;09/05/2023 23:59;04/05/2023 19:01;05/05/2023 10:55;JCS;JCS;SEI;;Standard;EWX;1681888;;SP;Em procedimento de retorno
1328721414521-01;Campinas;5316345122;02/05/2023 13:34;04/05/2023 06:03;3;05/05/2023 13:31;09/05/2023 23:59;04/05/2023 20:09;08/05/2023 14:53;CAP;CAP;SEI;;Standard;EWX;1686418;;SP;Em procedimento de retorno
1329051414754-01;São Paulo;5316345155;09/05/2023 15:51;11/05/2023 05:48;3;11/05/2023 10:05;16/05/2023 23:59;11/05/2023 13:44;12/05/2023 12:10;INT;INT;SEI;;Standard;EWX;1690912;;SP;Em procedimento de retorno
1328761414569-01;Campinas;5316345213;03/05/2023 16:54;05/05/2023 06:42;3;08/05/2023 10:11;10/05/2023 23:59;08/05/2023 19:00;08/05/2023 19:00;VCP;VCP;SEI;;Standard;EWX;1680345;;SP;Entrega registrada
1328761414561-01;Fazenda Rio Grande;5316345235;03/05/2023 16:53;05/05/2023 06:27;3;05/05/2023 10:22;10/05/2023 23:59;05/05/2023 18:25;06/05/2023 10:51;ZPR;ZPR;SEI;;Standard;EWX;1684634;;PR;Em procedimento de retorno
1328711414501-01;Campinas;5316345257;03/05/2023 16:51;05/05/2023 05:43;3;05/05/2023 11:32;10/05/2023 23:59;05/05/2023 21:19;08/05/2023 14:53;CAP;CAP;SEI;;Standard;EWX;1686418;;SP;Em procedimento de retorno
1328531414366-01;Uberaba;5316345304;03/05/2023 16:57;05/05/2023 08:16;3;05/05/2023 11:16;10/05/2023 23:59;05/05/2023 15:12;08/05/2023 15:11;UBB;UBB;SEI;;Standard;EWX;1680395;;MG;Em procedimento de retorno
1328351414214-01;São Paulo;5316345360;02/05/2023 13:35;04/05/2023 08:10;3;04/05/2023 12:04;09/05/2023 23:59;04/05/2023 16:22;05/05/2023 14:48;MAR;MAR;SEI;;Standard;EWX;1694250;;SP;Em procedimento de retorno
